spec,outcome,term,coef,se,z,p_value,pseudo_r2,n_obs,n_events,include_relief,status
spec_d_line_relief,upgrade_line,region_NORTH__WEST,-22.84153484638816,0.9058949008341061,-25.214332065846417,2.7895256428361572e-140,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_SOUTH CENTRAL__SOUTH CENTRAL,-0.40202619164218684,1.0163639732321659,-0.39555336693378923,0.6924345447212898,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_SOUTH CENTRAL__WEST,-22.247045965004308,1.1189543061259872,-19.88199682793788,5.826807761877616e-88,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_SOUTH__SOUTH,0.591032418096539,0.9852504252957588,0.5998803988530318,0.548585946449387,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_SOUTH__SOUTH CENTRAL,0.2635225532633919,1.2348396759143776,0.21340628941830686,0.8310100752497853,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_UNKNOWN,-1.844639030168148,1.1394061965452225,-1.6189476902629212,0.1054585185711093,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_WEST__WEST,-0.4914174567019676,1.1929913004046335,-0.41192040255053897,0.6803977659795147,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,year_2020,0.029115335665055142,1.4343945599812846,0.020297996435119654,0.9838056540719473,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,year_2021,1.2712498591565307,1.1504912183980305,1.1049626792689884,0.26917576087616446,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,year_2022,0.3434700531623609,1.4562204551898372,0.23586404925041732,0.8135381657877612,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,year_2023,1.4965896321919456,1.0991293234355315,1.361613779454158,0.17331980427877403,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,year_2024,2.3317481385847634,1.028648904211918,2.2668066130602575,0.023402041976433505,0.16870145522530988,1800,16,1,ok
